,Doc Text,Sentiment
3394,obama call romney investment company bain capital outsource american job china sensata plant illinois,Neutral
6320,mitt romney lie father walk gop convention via,Negative
6302,romney ryan gop bring country one fell swoop,Negative
175,romney racist easy latino actually,Negative
4683,reuters top news second debate obama face challenge key issue,Neutral
5001,overall president obama directly improve life single middle class mother school teamnofoodstamps,Positive
5115,romney romney binder full woman,Neutral
6108,obama use smoke good shit,Neutral
4651,obama camp predict feisty show debate,Positive
5230,xbox live gamers think obama second debate xbox live teamfollowback,Positive
3187,krauthammer fox romney go large well libya huge open romney miss,Positive
2394,obama name winner cbs google pp snap poll word cnn poll yet,Positive
3289,sorry man call feminist deserves ridicule romney moderately ridiculous,Negative
241,worry romney plan fail merit arapgov,Negative
1785,romney win race retard romneyryan,Positive
4076,mitt romney bear rich can not vote nigga never ate ramen noodle,Negative
1365,yes black support romney care america future one man ego,Positive
5384,romney become prez move europe,Negative
722,actually listen obama romney plan country pick side follow friend,Neutral
236,new york time mr romney need work calculator,Negative
5986,obama best debate since last debate,Positive
3308,obama thanks answer question first minute turn instead walk around abcpolitics,Positive
2401,jamie dupree washington insider obama romney enter crucial campaign stretch,Neutral
1977,clear victory pres obama debate positive,Positive
1660,keith think anybody vote obama undecided,Neutral
4363,plot twist romney romney legalize something call hunger game,Negative
6946,would rather bind christian grey romney binder woman fiftyshadesofgrey,Negative
6142,pivotcon vote obama yes,Neutral
4568,carville obama fall poll mean must present vision next term win reelection take long,Negative
882,know people get racist look romney,Neutral
5827,obama reason half people around even talk politics vote alone interesting,Positive
3021,obama gon na eventually remind romney chicago hunna,Neutral
4831,romney romney care black people ghost kanye voice,Negative
5166,america never without obama,Positive
6531,president obama bounce back poll via,Neutral
2578,romney six study validate tax math face grow scrutiny tpmdc,Negative
1235,blame schtick get old obama lose people tire pass buck,Negative
5298,jay z obama campaign ad inspire young people vote,Positive
2849,romney roadteam dont give inch obama trash talk week let see say face,Neutral
5493,obama well say tht alrightt,Neutral
2755,lmfao niggas hood romney fuck,Neutral
3080,romney idiot sorry excuse politician republican candidate give bad name anyone white,Negative
953,still bewilder obama campaign raise million september romney get million month,Negative
3861,obama follower idea many country th century set spread wealth end spread poverty sowell,Negative
5436,glad obama backlash romney would offend,Negative
3200,obama get elect guy like go business people pay tax enable fin aid go,Negative
3422,yes obama rage felt bad man audience ask question control n defensive,Neutral
6304,perhaps obama campaign know hillary body bury,Neutral
5385,romney supporter tweet kill president would round put prison life double standard hatred,Negative
3295,romney romney book fill qualified woman think call black book positive,Negative
5959,team obama,Positive
2132,love see unemployment line obama cling job paycheck,Neutral
4786,either obama know foreignpolicy muslim world failure deliberate gobucks iowa flgov,Negative
2566,obama biden clinton need hammer point every opportunity,Neutral
1166,team obama,Positive
1525,ryan obama u path european like debt crisis spending debt energy oil food welfare govcronism,Negative
4556,poll suggest obama slim lead tvnz guardianpoll suggest obama slim leadtvnzpresident obama obam,Positive
3551,romney go toe toe great communicator watch poll,Positive
4276,obama classmate obama tell us prince would ruler tcot resist lnyhbt,Neutral
4820,vote obama november,Positive
6716,sound like obama compromise certain issue gasp pdslive,Negative
4211,interest poll data voter think romney liar favor rich yet close race sensata,Negative
2878,obama weigh nicki minaj mariah carey saga president obama obama chimed nicki rollingstone,Neutral
4720,waystogetshot voting romney,Negative
1549,cant admit obama fault wrong libya u r either denial trance either one pick debatable,Negative
6824,newsflash karl rove think obama lose debate,Neutral
2857,band make dance stamp make twerk romney become president hoe work,Positive
5069,obama yankee lose tonight great night around,Negative
736,bismarck tribune nation need romney presidency romney ryan tcot,Positive
2619,hick word day obama ima go buy pack drink obama self,Neutral
6373,president obama get year,Positive
1445,jwf former obama aide really like people tcot,Negative
3274,obama libya close pension quip,Positive
3808,detail mitt romney trillion tax plan visit,Neutral
4066,spread get work morning merlin olsen field romney stadium,Neutral
3130,would like say matter u r question go make country well obama,Neutral
3896,economist nobel laureates back romney economic strategy,Positive
1585,run hocus pocus campaign romney campaign jansingco,Negative
2157,bush support romney throw roundtwo,Neutral
5300,u poll mark obama winner second presidential debate romney,Negative
5538,obama beasted tonight,Positive
7144,hashtag fp debate trustbutverify via reagan romney run yrs tax debt hlth plan middleclass can not trust,Negative
6008,people choice vote people really look mitt romney ijs,Negative
7098,wonder obama show nd debate via,Neutral
2938,aunt buy theiphone tell need vote romne shecray,Neutral
1378,go green battery company get taxpayer cash go bankrupt thanks obama mitt obama,Negative
66,liberal depress obama debate tough bcuz u lock urself garage run prius nothing happen b maher,Neutral
5295,vote obama though,Positive
6452,snn five daily track poll show romney lead two,Positive
5709,romney go kick obama shin lol,Negative
1024,romney romney admits need raise tax middle class,Negative
6555,regard debate tomorrow really want see obama try wiggle web lie spin regard benghazi,Positive
3497,think romney v obama romney v candy barry,Neutral
5504,dayumm obama hit romney k punch end,Positive
3999,rosie perez mock mitt romney would helpful latino comment new video,Negative
4244,obama go,Neutral
1924,amenn obama,Positive
1909,can not believe obama bring thing,Neutral
5706,obama clearly big time tonight,Positive
6878,owe drink obama biden owe keg,Negative
2245,actually romney bad tonight say need say say clearly clearlythewinner,Positive
1026,barone biden obama run campaign fit,Neutral
4785,million number student whose pell grant would cut romney ryan plan ri,Negative
4596,barely know father common sense folk vote obama lazy believe ok lazy,Negative
5341,hofstradebate obama flatly lie drill tried manipulate detail w talk point evasive,Negative
4233,romney romney job creator like jeffrey dahmer chef sensata vulturecapitalist chinasbestfriend p,Negative
4733,celebrity attempt drag obama across finish line via,Positive
6424,victim msm pres talk point voter nh say voting obama best rep economy foreign relation education,Positive
316,fake vote romney ryan ticket edshow,Negative
1706,real jake gyllenhaal please stand jake twitter hoax cast romney fan,Neutral
5043,make bet obama win election taker,Positive
5482,aand romney still idiot nospecifics cantanswerhow obama,Positive
1366,medium avoid show romney crowd like ron paul crowd negative tcot,Neutral
2854,obama supporter explain debate go tonight,Neutral
1039,poll american prefer obama romney babysitter,Negative
1281,fine since obama much hold head high represent us americans care future usa,Positive
3639,american thinker electoral map flip romney rural voter flock gop candidate,Negative
3041,someone call phone tell vote romney romney tell hope dy people start vote,Negative
2591,romney show americans light end tunnel tomorrow night debate mittromney,Neutral
3500,whats difference obama monkey monkey small ear lol nah kid forreal tho fuck politics,Neutral
991,analyst right wing leaner bolster romney poll maybe romney romney campaign team bad,Positive
125,romney tell control super pac slush fund lie people mormon,Negative
3572,nigga romney can not even stay consistent trust,Negative
936,survey dry cleaner favor romney obama president,Positive
637,romney become president gon na start reading term condition might agree slavery even know,Negative
7110,romney gosh get binder full woman bindersfullofwomen via,Negative
4631,would guess day debate hilliary muslim brotherhood ally shield obama tcot tlot ccot teaparty,Neutral
5245,romney try make law rich white people smh,Negative
1548,care benghazigate unemployment obama finally address nicki minaj mariah carey feud priority,Neutral
36,remember obama first get elect niggas act like second come jesus,Neutral
630,negative obama lose move europe nigga paris,Negative
3793,maybe mitt watch sesame street threaten less,Negative
5393,romney romney second debate peter roff,Positive
6834,obama obama obama obama obama termz,Positive
5497,big chance shine romney shootforthestars,Positive
4651,hate woman romney romney cancel view appearance,Neutral
256,hope obama bring game nite presidentialdebate,Positive
3338,obama strikingly similar ideology jimmy carter karl marx know nothing successful nation,Negative
1813,obama chill person negative,Positive
1607,obama sexy thatisall,Positive
5068,bet romney romney really cool lisa frank binder negative,Neutral
5125,romney scare,Negative
508,mr romney u spell dog well u see dog easy word get burger al family come say lose dog,Negative
4,miss point afraid understand big picture dont care obama elect,Neutral
6064,mitt romney psychologically fit presidency video,Negative
5271,obama take credit increase oil like take credit someone else weight loss,Negative
1797,sport politics dance star life twitter full cavs obama cheryl burke help keep way,Neutral
1685,romney hiding detail trillion tax cut via,Negative
4976,obama hand,Positive
4492,perfect tell cram year obama spend day cram debate,Neutral
1769,well say obama support israel,Negative
3427,romney piss mom right everytime mention china roll eye call idiot negative,Negative
185,romney thank low pay life line coal mine make sure healthcare,Negative
6343,romney debate lie refute romney create million job economy man empty suit,Negative
3424,government create job romney sure take away pow,Negative
2875,daily ko obama right romney wrong via,Neutral
2874,romney point economic plan,Neutral
356,ohio coal miner condemn obama absolute lie sherrod brown via ohio,Negative
1906,play rule economy grow obama debate,Neutral
5319,vote obama,Positive
3180,obama criminal fraud usurper notice birther matter crime notice gop tcot p dems,Negative
5656,romney debate unless blind liar,Positive
739,might vote obama def vote romney think vote third party candidate,Negative
1843,obama hand talk,Neutral
4458,please help support romney ryan rsquared add twibbon,Positive
2170,refuse take hr job romney would magically bring job back china cnndebate,Neutral
2665,woman vote romney ryan opinion need head examine men obviously believe woman second class citizen,Negative
3524,romney well format,Positive
6401,read study paul ryan cite prove romney tax plan impossible p gop tcot,Negative
5692,great moderation candy crowley romney seem cranky exasperated president obama point intolerant bullshit debate,Positive
6893,romney probably happy thing take away side debate tonight mispoke binder woman,Negative
2938,challenge obama america tv ad really think would appreciate,Neutral
3493,key difference romney president obama romney talk go obama talk go,Neutral
407,obama poorly first debate tnr conclude debate important,Negative
2019,post debate people color vie obama attention few people around romney debate,Neutral
2947,watch lean morgan freeman remind obama,Neutral
248,townhallquestions mr president break many promise believe shall honor voting romney,Positive
2862,president obama believe nicki minaj mariah carey sort,Neutral
5739,gov romney romney ive doin math life own business saw god president obama never saw god bitch say,Neutral
6643,bush multiple term trillion dollar debt obama one term trillion dollar debt,Negative
6062,yeeaa buddy michelle obama come chapel hill,Neutral
5617,romney look like pervert family guy haha,Negative
5644,obama speak four minute longer romney,Neutral
5103,obama win debate lmao,Neutral
1446,obama need prayer tonight debate serious pas folk believe prayer work,Positive
5958,romney romney wear speedos,Neutral
4003,food cuisine cheat sheet win obama recipe cooking,Neutral
5895,obama way fuckromney,Negative
5683,obama debate,Positive
6290,romney enthusiasm,Positive
4494,jay z release new video obama video via,Neutral
6501,romney insult us,Negative
4304,hillery big li obama bill people put country hand shame guilty,Negative
2890,ronald reagan debate obama green job guess lose chapter four barry meet ronnie tcot,Neutral
529,combine speaking skill churchill reagan lincoln president obama could still defend record,Negative
113,romney obama obama b,Positive
3316,romney know true mean middle class poor struggle etc,Negative
673,president obama double digit lead poll massachusetts evidence bad taste leave mr romney single term gov,Negative
6398,brokaw obama go answer control deficit tcot obama,Negative
5600,pretty sure president take bush would difficulties obama give another four tear fix,Positive
399,oeturner write book show world obama compete fraud thanks follow,Negative
6385,romney camp never let town hall debate among northeastern liberal hempstead ny home university prof,Neutral
6031,barack obama record address climate change first term scrutiny activist,Negative
965,obama america dvd amazon,Neutral
1581,obama fan think good already hope change tricky slogan obama unamerican tlot,Negative
6413,obama administration continue war fossil fuel,Neutral
4708,hope thing work romney brawny paper towel folk allow comeback spokesperson,Neutral
6034,mitt romney gon na cause end world,Negative
6930,raise tax middle class family romney sincefuckingwhen,Negative
699,fraud u open letter bruce springsteen obama endorsement,Negative
6564,get ready tweet romney tuesday night townhall foreign policy debate medium count tweet romneyryan gop,Neutral
3124,romney romney awesome job debate tonight take president obama task can not afford another four year mess,Negative
4708,usa obama obama r r budget cut deficit transfer trillion social program pet rnc priority,Positive
2555,like video pizza hut k top question obama romney debate,Neutral
3020,hey uh obama straight lie debate libya terror situation,Negative
6007,miner fight back obama tv ad absolute lie via,Negative
1628,romney need give detailed specific plan say plan bipartician,Positive
4149,romney bain help major tobacco company get high schoolers hook cigarette,Negative
4135,benjamin disraeli type lie lie damn lie statistic romney ryan redefine lie debate,Negative
6066,room impress romney senator rob portman take mitt romney ohio inn own family,Neutral
5363,crowley interrupt romney time,Positive
2551,support obama care meant,Neutral
2504,romney say cut loopholes one say,Negative
3423,live america concern want see obama lose see romney year,Negative
6976,course nigeria obama romney would much better place true u think,Neutral
1860,obama need get outa,Negative
5920,romney romney hat fact chinese food inexpensive country damn food manipulation,Neutral
2594,review outlook obama great alaska shutout via,Neutral
6438,nice romney raise k month,Neutral
259,barackobama can not afford year romney romney back bush day,Negative
6014,obama lose kittyquotes,Negative
1458,rudy giuliani liken interview cnn soledad brien debate obama team member,Neutral
1274,obama already perceive loser oh talk debate carry,Negative
6396,truthteam real mitt romney via harlem politics,Neutral
5267,debate lie romney support blunt amendment take away access health insurance coverage woman,Negative
5908,obama obama killer tonight caught romney lie,Positive
2784,obama speed cyber attack iran nuclear programme biber,Neutral
6964,poll obama edge romney second presidential debate,Neutral
230,heard honey boo boo support obama thankgoodness,Neutral
5613,oops husband say obama mop floor one,Neutral
2778,read oversight hear video obama admin deny benghazi blowout tlot tcot,Neutral
2775,um voting obama wat,Positive
2648,shock pay attention ya romney supporter wear shock racist shirt campaign event,Neutral
1894,romney lose hard leave say believe god,Negative
5481,obama need shut make economy shit,Negative
5392,romney romney rude last night,Negative
4230,romney criticises biden libya,Neutral
555,also romney stop say make massachusetts education know devalpatrick tryagain romney,Negative
655,vp joe biden delivers remark obama administration effort restore everglades florida live,Positive
4558,official troll poll every one obama biden yard sign four romney ryan yard sign colorado poll tcot romneyryan,Positive
2517,breast cancer awareness month honor lose lend strength carry fight president obama,Neutral
5998,barack obama presidency help cause black people us via,Negative
2666,egypt muslim brotherhood chief holy jihad way deal israel obama friend speak america,Neutral
5309,admit romney first one,Positive
7056,hope someone know romney bindersfullofwomen lie massgap create binder election sleep,Negative
1053,heard hear agree anything romney say sorrynotsorry romneysucks,Negative
197,america want obama uk pls look,Neutral
37,obama work next,Neutral
5034,obama kill osama,Neutral
6687,candy crowley casually remind mitt romney sign massachusetts bill ban assault weapon,Neutral
1290,mr president really hope moderator get chance question romney romney ship us job overseas sensata,Negative
4297,obama hope use sensata tragedy go bury romney bain raise chinese flag freeport illinois,Negative
2918,obama slippery foreign oil promise fysbcc,Neutral
3613,jengranholm specific loophole forecast magical rate economic growth happen gov romney win,Negative
5524,obama kill one kill,Positive
2407,update romney raise million september trail obama reuters livemintupdate romney raise world,Neutral
3880,good luck tonight mitt mitt,Positive
3830,day election day people let make sure vote romney,Positive
6007,mitt romney make national economic decision us benefit enlarge personal fortune tcot p conflict interest,Positive
1080,romney become president band porn amount rape would outta control smhh,Negative
4367,real unemployment reality disastrous obama economy truly,Negative
6297,romney close gap ohio poll number,Positive
4386,taylor asdfghjkl parent teacher friend obama aliens swities omg ikr asdfghjkl,Neutral
2838,north carolina dim black enthusiasm could hurt obama,Negative
1849,romney romney drunk,Negative
675,hillary take blame prof obama big empty suit ever elect president,Negative
3237,romney romney campaign million debt guy gon na fix economy,Negative
388,two degree harvard romney still can not honest happen millionaire get another tax break mittmath,Negative
5910,obama romney,Neutral
1577,obama shape professionally take tough question softball stuff like view,Negative
3102,romney rude,Negative
5907,like romney equivalent liking aid,Positive
2864,wait president obama exhale,Negative
2036,teambarack crush governor romney please proceed,Positive
3578,obama rudeness arrogance part parcel presidency vote bum,Negative
1217,economy expect create job romney brag plan create job interest kinda like clean already clean pot,Negative
7189,jacob blame obama computer work sodone,Neutral
1778,ugh want listen romney mini mitt know able look away,Negative
5252,want romney win prove big liar boy big talker dought walk talk,Positive
107,believe real ross produce support chart ross perot endorse romney romney president,Neutral
5741,revise question hell yeah obama debate,Positive
1831,always difference opinion let us face romney well look candidate romney,Positive
4033,great news finally detail romney tax plan bad news detail romney tax plan,Negative
5088,watch debate romney make look dumb negative,Negative
6150,tcot wapo pack dems poll lift obama morning washington post abc release late poll,Positive
1872,still laugh fact obama refer child year old last debate,Neutral
4760,nyt romney profitting right bain closing sensata laying american send job china p tcot,Negative
3071,world busy talk romney obama,Neutral
477,obama say president explains lot,Negative
1657,dont want hear clinton explain want hear president obama clearly explain star mitt debate,Negative
2018,go romney obviously wan na go college,Negative
1085,romney tax plan secret nonsensical via,Negative
2619,george romney aide mitt romney seem romney would say anything close al election,Positive
2499,obama play one perfectly give bastard enough rope hang romney tcot retardicans,Neutral
3375,one thing learn romney romney need store woman binder get ta tidy around,Negative
2722,news buster jake tapper romney camp worry tank medium want obama comeback,Neutral
1006,romney romney tryna take away birth control win go baby everywhere,Negative
2611,romney raise million september significantly trail obama among foreign donor via,Neutral
3479,vote obama even think fulfill othe promise due tough making decions still help us serious way,Positive
2867,obama percentonlikelyvoters thats short mother fucker romney rag whothefuckconductedthispoll come fraudsquadgop,Neutral
865,romney job plan reveal flim flam p election,Negative
5975,caller obama sound smarmy tonight try way hard libya obama fail romney debate mapoli,Positive
4909,obama debate,Neutral
3107,romney son campus today romney ryan,Neutral
1121,patrick apparently romney care live thing make sense romney definition live make k yr,Positive
910,eromney propose medicare reform would raise cost nearly sixty percent senior via,Negative
1713,buddy voting neither man think socialist view romney business man,Negative
612,help world well place america taliban obama n administration american people,Negative
5978,obama fix da stuff bush fuck year year,Neutral
2972,must watch bill clinton explain romney tax plan new obama campaign video,Neutral
906,steve wynn employee lose obama reelect,Negative
2386,romney say shall crack china stop migrate manufacture job china really america make china,Neutral
5651,romney get ass beat tonight,Negative
386,former clinton obama aide stun politics really like people tcot p,Negative
7023,obama give way go give job answer question,Positive
1987,obama force nature debate,Positive
1297,romney plan shift cause fail american family less growth economy middle class poor,Negative
1882,obama president anyone else catch lmfao,Neutral
123,romney endorse ryan plan would put pressure american senior way never see,Negative
2465,tie race obama embrace economic record vow come fight debate economy show,Positive
3510,bad one reason like obama politically unbiased way wear nice suit shallow,Positive
3859,obama style russia look bribe ukraine tcot tlot sgp gop election p twister,Neutral
2240,binder woman pension large memorable quote tonight debate draw edge toward obama,Positive
2822,obama think nicki good enough listen consistent basis really question many thing,Negative
1807,could miss answer gun violence single mom thanks romney douche debate,Negative
2490,leader wait info b present lead behind obama notqualified dangerous,Neutral
890,cnnireport candycro america see obama rescue general motor save lot job governor romney say let go bankrupt,Positive
1565,hear correctly show president obama foreign policy awful lybia proof,Negative
5129,obama really want take debate,Neutral
3271,vote romney terribleadvice,Positive
990,lead us astray believe want vote ever break street romney win remember,Negative
6661,big lie obama call benghazi attack terrorism sep via,Neutral
1480,blast air head actresses new pro obama ad warn woman romney presidency,Negative
7048,attn obama tell crowley get rosegarden transcript know em libya,Negative
4144,get ready obama,Positive
7002,can not wait see poll say next day way go romney,Positive
3444,ftd irk hell outta buy flower park ass inbox like obama,Negative
5158,obama call renewal assault weapon ban abc news blog googlenews,Neutral
1314,obama think shall get reelect haha,Neutral
5438,hate romney think become pres shall change every problem like hello take year change anything,Negative
5555,last question make obama shine,Positive
4791,michael tomasky eight thing obama needs debate via,Neutral
3037,romney balance budget olympics million federal money negative deceptive,Negative
1447,completely agree unfit rule country think hand obama country big trouble,Negative
3263,romney romney person real name,Neutral
4362,romney cant win,Negative
57,romney pick steam black vote atleastitsnot,Negative
5765,obama woop woop woop woop,Positive
1305,obama care security american people abroad care muslim brotherhood power,Negative
2892,joke fidel castro declare robot would better job president obama obama hearing,Neutral
5422,take program obama jump romney want cut fund,Positive
949,editorial obama best middle class via,Positive
1180,genuinely snort usa let get obama white house destroy country vote romney,Positive
3455,nbcpolitics romney do research libya remark,Negative
398,romney us eat roman noodle project bitch struggle voteobama,Negative
4487,romney ahead,Positive
3939,mitt romney amusement mistake stacy dash whitney houston,Negative
903,boo vote per president obama obama,Positive
4608,know obama communist,Neutral
6584,vitamin water cheese cracker see obama care go work fatkidproblems politicsshmolitics,Negative
5120,romney right,Positive
2373,think would help romney would say abortion use birth control,Neutral
2923,bleamer fenz romney,Neutral
1763,instinct r tellin obama gay minority middle class n,Positive
3530,romney look like lie asshole,Negative
53,new w intelligence syrian rebel number win obama either debka obamassad,Negative
3783,video worker control bain romney speak,Negative
3363,romney romney score last night substance style,Positive
4991,say obama create job promise,Negative
5010,romney point plan change economy drastically greta,Neutral
1595,romney money able afford calculator work gop dem,Neutral
1319,talk call obama libya attack thank god someone talk know,Neutral
550,obama promise much last time anything confuse everyone believe time,Negative
5832,shock moderator give obama time shameful,Negative
5620,hate reporter report debate get president obama,Negative
7173,either really bad halloween joke romney ryan campaign make stop houston,Negative
6528,medium fail question nobody bother ask would obama know security request attend daily security briefing,Negative
1974,number one reason hate obama kill child never legal even consider group cell,Negative
4419,obama step game tomorrow debate,Neutral
1289,president elect hold onto blanket b c u might end live cold hard street thanks mitt,Negative
4618,question trust romney romney paul ryan run away policy espouse month,Negative
5989,drill permit obama administration obama lie,Negative
1952,realize spent th tweet bash romney romney cool,Negative
4581,obama take credit end war iraq thr troop leave iraqi government refuse let stay,Negative
1622,funny hope someone make romney video,Neutral
1081,obama best choice president market,Positive
4223,let us forget obama go party vega kill knew real time happen,Negative
6838,get twitter comment romney make people married kid leave bad taste,Negative
6617,proud obama nonetheless actually put foot time,Positive
5459,glad finally learn shut romney,Negative
5725,romney coin toss get go first obama stupid know p besides heard romney affirm deny,Negative
5394,afraid ann romney run country romney become president,Negative
5085,romney stand firm belief,Positive
6985,picture mitt romney could scare young child yow,Neutral
2090,obama debate,Positive
6303,major national poll show obama ahead talk w charlie baker shannon brien listen mapoli,Negative
3123,romney elect whole binder full woman lose health benefit,Negative
1086,incredible romney spend one full year four year mass governor state absenteepol,Neutral
5786,get ta say love obama student write debate turn tomorrow go head knock,Positive
6591,tick us can not find gay ppl stand prez obama man put neck geez,Negative
5220,obama obviously debate good night world stay bless,Positive
3209,romney petulant characteristically mislead john kerry,Negative
6700,romney,Negative
6078,romney create anything havoc confusion getglue upwithchrishayes,Negative
3167,like go obama positive,Positive
5302,obama obama,Positive
5513,assume child god ridiculously naive mr romney townhall,Negative
5695,reason governor romney keep plan secret theyre good obama teamhonesty,Negative
4466,even fox call romney dishonesty alternet,Negative
3412,truth obama fail emigration reform republicans never give help even get want,Negative
5594,exactly obama save last two minute romney could respond crafty debate,Positive
3161,dear romney romney please forward binder woman along get chance thanks much,Negative
3698,obama get back every dime bailout cbo bailout lose billion via,Negative
5236,president obama woman right presidential debate hempstead,Neutral
6951,even ar obama considers assault weapon,Neutral
3974,sad snake oil salesman well gullible via poll romney large lead rural swing county,Negative
7051,debate obama say addition tough spending cut gon na ask rich pay lil pay attention joe morningjoe,Neutral
3002,caught lie look obama master liar overtaxes force co outsource,Negative
4925,gay still like romney,Neutral
2129,word word point point president obama explain correct shuttled door bravo mr president,Positive
5637,president obama obama kill tonight let part keep office truly support obama,Positive
557,truthfully can not stand listen obama do anything get us debt heck would vote,Negative
7150,romney romney style gangnam style parody,Neutral
1290,romney erase tweet stacey see,Neutral
2897,pro gingrich pac plan tv ad agains romney new york time hashtagyourdreamschool,Neutral
781,romney conscience heart hurt many people greed wealth wish could outsource china negative,Negative
4331,grandpa use obama swag sentence,Neutral
3405,romney really need stop mentioning bird death together way shape form help,Negative
4588,election already governor romney know yet repubs prolong inevitable obama,Positive
5855,obama round presidential debate doubt go home romney debate,Negative
1030,break news koch brother warn employee layoff obama reelect,Negative
4962,romney know little foreign policy last time leave country morman missionary france age,Negative
419,everybody know romney lie walk contradiction,Negative
4783,ok woman argue romney help child yeah simultaneously strip daughter basic right,Negative
4381,romney romney pro life definition life start k,Neutral
3662,suppose excited vote romney,Neutral
6531,side mitt romney isidewith,Positive
682,romney study leadership country need election vision study colorado spring gazette co,Positive
1371,bain closing sensata job lose obama take gm k dealeship job lose bil taxpayer money k lose pension winner union,Negative
4390,another reason vote romney listen axelrod weinerpuss talk tv negative,Positive
4155,advice obama apply us make good impression second time around,Neutral
5493,romney romney care black people,Neutral
6050,ohio parent want kid school invade romney voucher,Negative
2166,romney use example spending cut would make reduce federal budget,Neutral
5862,hey romney question equal pay hire woman,Neutral
805,obama campaign violate federal election law donation big story break oba,Negative
6046,ron paul endorse romney,Negative
6594,another obama executive order allow seizure american bank account,Negative
4683,romney take lead,Positive
3365,election news cnn call obama fox news call romney adult swim call clear victory meatwad,Neutral
2565,plz flw romney romney white house spar libya attack photos obama newtag photo,Negative
4643,presidential debate aftermath romney romney win important b contest,Positive
1817,go outsource obama shame,Negative
1233,mitt romney oppose troop withdrawal iraq romneyfacts,Neutral
6663,overall romney good job come across assertive authoritative also seem kind great cadence debate,Positive
5790,romney win say move europe nigga paris,Negative
3892,anti abortion extremist racist poem video attack samuel l jackson obama,Neutral
2600,plz flw luke skywalker romney snake loadingslideshow lukeskywalker mittromney ronpaul,Negative
5484,grandparent think obama antichrist,Negative
5528,amaze finish debate president obama absolutely amaze,Positive
1662,vote romney kill u obama true leader cmon u stupid american,Positive
3582,see romney obama feed something truly matter breakingbad season,Neutral
5599,funny think mr romney well debate raise voice say obamacare lot first debate victory,Negative
1866,romney win canadahereicome,Negative
6422,every vote towards mitt romney,Positive
2892,hope president get romney as tonight,Neutral
3969,romney reduce deficit cut total hr defense spending hint big bird may arm,Neutral
1014,romney win landslide la vegas oddsmaker double prediction tcot,Positive
519,obama need learn speak question ask answer question repeat shit isnt need,Negative
4098,ncpol copols romney bogus claim job plan glenn hubbard sign,Negative
1230,ha obama town hall debate promise,Neutral
482,mitt unsure gun policy want talk something know lot woman,Negative
3299,say hunger game politics style obama v romney throw ron paul herman caine kick,Neutral
219,mitt romney say catch bin laden would insignificant worth move heaven earth,Negative
738,economy obama team well bet gop alternative,Positive
5926,geraldo declare obama winner moustache hair debate,Positive
2842,nightmare last night mitt romney almost theelection negative start rain sky fell gray earth begin rumble,Neutral
3870,michelle obama motorcade escort injure ohio crash,Neutral
5719,obama despite hater,Positive
3093,romney fight right lie,Negative
625,coal worker ohio vote obama stroke last month obama decimate miner oh ky,Negative
1468,president obama declare new orleans national disaster,Neutral
5027,saw presidential debate obama assertive attentive good job,Positive
6215,obama prolly want pay time around,Negative
1550,obama play rope dope romney rd go obama romney overconfident something lose,Neutral
6086,christianpost poll show romney lead florida,Positive
1770,russell simmons tweet world love people work hard everything wonder put obama category epicfail,Negative
1181,thewalkingdead preview america obama get elect,Negative
4009,america people talk greed rich per plate dinner obama rich pay attention tcot,Negative
793,would vote obama shipped job china finland brazil,Negative
1546,obama must degree hit mr hard tonight town hall hospitable medium die report obama come back,Positive
1458,difference frompbo yes sensata republican consultant robert traynham say msnbc romney moderate record,Neutral
1760,romney send stacy dash thank note address ms houston fool think whitney romney,Negative
2584,economy toilet obama time comment carey minaj fight cmon man romney ryan via,Neutral
2008,obama like kobe th quarter,Neutral
5470,nbcpolitics loove romney trash obama romneynation romney,Negative
3569,obama mit big big bird economy food stamp pell grant job education nothing,Neutral
2124,obama get much confidence mitten,Negative
7065,anybody come away last night debate declare obama clear winner beyond comprehension,Negative
866,mittsmouth lie open abc wash po poll likely voter say romney policy lack specific duh,Negative
3321,obama compel liar clinton mention medium monopoly,Positive
3789,section get hoe lazy dont wan na work wonder gon na romney become president gon na fee kid,Neutral
2589,ya ever get christmas present awesome day yeah kinda feel obama romney,Neutral
779,anyone undecided election need good reason vote romney get rid obama czar,Negative
6190,new rule criticize obama outsource stimulus congress say shall outsource tax reform congress,Positive
1897,obama dagger,Positive
5170,oh god watch romney answer equal pay question,Neutral
200,want play debate drinking game dont get drunk drink every time romney,Neutral
3870,really hate romney use fridaynightlights famous quote tagline ugh stop,Negative
2618,neither president obama republican mitt romney focus much attention poor,Neutral
5200,fair play romney,Positive
6602,candy obama little lapdog,Negative
3719,finally look romney tax plan goodluck,Neutral
1671,question likely start war bellicose iran romney much bellicose,Negative
3776,mitt romney bain help philip morris get u high schoolers hook cigarette via,Negative
3540,notice obama need tell stop,Neutral
2252,confess humility clothes president obama goodness mercy follow psalm,Positive
7110,president always responsible obama except bush fault oh confused deedadee,Negative
5844,say president obama debate know already duh,Positive
2406,romney supporter wear racist anti obama shirt campaign event via,Neutral
2570,story medium obama lose via sharethis,Neutral
1896,obama want equal opportunity people go college yeeaah whiite kid le funny accent,Neutral
5398,obama right job,Positive
6485,obama marxist doubt egotistical collectivist precise foreign ideology oppose liberty,Negative
4140,obama obama,Neutral
60,dear misinform public romney propose minor tax cut major cut government spending romneyryan,Negative
7157,coup obama est la marionnette de la classe dominante via,Neutral
5130,anyone know romney point plan consist romney company bain send kind china,Positive
1221,interest romney attack father longtime aide,Negative
