,Doc Text,Sentiment
1302,bad news romney romney statement violate causality within eschaton historic light cone,Neutral
1303,would obama plan tax payer pay transportation us,Neutral
1304,youngstown oh bad poverty u gt obama policy help ohio cincinnati osu,Negative
1305,obama care security american people abroad care muslim brotherhood power,Negative
1306,obama please address romney st person tomight much strong use rd person,Neutral
1307,obama strength connect regular people counter whatever fibs romney store romney show,Neutral
1308,unappealing obama make hillary take fall foreign policy failure talk war woman,Negative
1309,yet another loser obama turn romney right pick lose company maybe bc business experience,Negative
1311,calculate move hillary look presidential future run stand outshines obama,Negative
1312,possible hillary obama take responsibility maybe even appropriate,Neutral
1313,obama sba loan program help small business jack nevell,Positive
1314,obama think shall get reelect haha,Neutral
1315,yeah never want taxpayer side one obama investment,Negative
1317,romney finally reveals tax plan unbelievable,Positive
1318,difference think establish obama white less powerful one want,Negative
1319,talk call obama libya attack thank god someone talk know,Neutral
1321,believe obama doesnt really want win race want lay back hi home k life golf fawn celebrity,Negative
1323,find swimming naked tide go hillary pull plug obama,Negative
1324,gasoline price double obama billboard say tcot teaparty,Negative
1325,sick software ceo employee obama win surprise lay,Negative
1327,clinton take fall obama publicly apologize video producer whose life ruin election,Negative
1328,rumsfeld blame benghazi stop obama via,Negative
1329,obama mitt romney say bull f n,Positive
1330,let us go obama ur bom u gon na win everyone know positive,Positive
1332,another obama fairy tale turn dust cbo confirms billion loss bailouts,Negative
1333,election exactly three week away jay z release new ad president obama obama camp,Neutral
1334,honestly believer strategy obama simply execute advantage come hand,Negative
1335,barackobama,Neutral
1336,agree point obama address climate change w near zero chance cnn pick undecided voter ask,Negative
1338,never say u could tell vote think obama stand position like v dislike,Positive
1339,obama prez kill trouble bill high learn balance budget continue progress,Positive
1340,yiiiiiiiick negative arab kiss obama behind drop bomb sky world,Negative
1341,exclusive obama white half speaks,Neutral
1342,det v ny alds game presidential debate tonight yankee want hit home run obama,Positive
1343,interested observer uk obama do great job shame congress many opponent goodluck,Positive
1344,meme problem obama first excecutive order embargoed disclosure record transcript,Negative
1345,obama incapable anything politics gt put foreign diplomat risk amp like good little leftist hillary take hit tcot,Negative
1346,whoa look hill fall sword obama ahead debate tonight,Positive
1347,still know gopers get obama say al qaida completely destroy say ridden many leader,Positive
1348,put nation hand obama exec experience accomplishment nothing symbolism thomas sowell,Negative
1349,absolutely right nightmare israel obama elect,Neutral
1350,absolutely right nightmare obama elect,Negative
1351,obama sustain effort claim responsible anything belong letter resignation election campaign,Negative
1353,trust clinton much less obama administration personnel corrupt core need go,Negative
1354,riot obama lose bring loser riot obama would love,Neutral
1357,someone tell obama obama care extend lose streak via,Negative
1358,call president obama debate performance embarrassment announces sequel tupac killuminati,Negative
1359,say piss poor president vote,Negative
1360,want help elect obama plenty visit mason obama hq west main st next buskin bakery,Positive
1361,interview buckshot call president obama debate performance embarrassment announces sequel tupac ki,Negative
1363,miner fight back obama tv ad absolute lie via,Negative
1364,obama last name obama first,Neutral
1365,whatever number job create obama administration lose,Negative
1366,good luck mr obama,Positive
1368,secret conversation like get leak press fire obama tcot nobama tlot,Negative
1369,dare put fate company ahead obama election campaign damn selfish business owner,Positive
1370,obama doesnt win movin africa teamobama,Positive
1371,bain closing sensata job lose obama take gm k dealeship job lose bil taxpayer money k lose pension winner union,Negative
1372,awesome koch brother threaten green bay employee lose job vote obama,Negative
1373,whatever happen vote die campaign support go obama,Negative
1374,yeah hope obama gon na make,Positive
1375,see romney ad fb tv watch tv much,Neutral
1376,well good would use people tax pay church nothing worry anyways obama win,Positive
1377,miner fight back obama tv ad absolute lie lie libya,Positive
1378,go green battery company get taxpayer cash go bankrupt thanks obama mitt obama,Negative
1379,automatically show respect romney win regardless lead,Negative
1380,low unemployment sound housing market iowa boast economy obama promise country,Positive
1381,obama job head,Negative
1382,obama spend day cram debate must know anything he practice lie,Negative
1383,obama self,Neutral
1384,obama fuel standard shape future transportation,Neutral
1385,obama campaign criticize gallup swing state poll,Neutral
1386,hillary responsible obama speech un continue youtube lie,Negative
1388,prove obama take military give bank sound right,Neutral
1389,president obama best choice american,Positive
1390,obama let america debt deficit cancer spread via,Negative
1391,hey obama say would cut deficit end st term estimate cut bad right,Positive
1392,clever obama love positive,Positive
1393,obama least today almost smart,Positive
1394,new chart show pres obama failed policy hurt job raise cost drive debt,Negative
1395,fact president obama add record national debt tcot cantafford,Negative
1396,video obama get go can not get beat mind,Negative
1397,obama ban drill half alaska petroleum reserve,Neutral
1398,egyptian sheikhdown obama administration shower billion sworn enemy unite state,Positive
1399,president obama push job bill repubs block order job number high,Negative
1402,president obama fellow democrat either idiot deliberately try destroy economy vladamir putin,Negative
1403,hapless obama spread blame bush congress wall street millionaire multinationals clinton libya gallup woman,Negative
1404,boehner make clear mission congress stop obama every turn implacable congress must vote,Negative
1407,obama trillion dollar debt could cost middle class family k high tax mitt,Negative
1408,obama promise remind high school kid run class president put soda machine cafeteria,Negative
1409,obama promise remind high school kid run class president put soda machine cafeteria,Neutral
1410,also saw ad kid ask obama people hate u obama tell truth people hate hate policy,Negative
1411,obama voter suppression romney campaign file federal suit ensure military ballot count wisconsin,Neutral
1412,correction moody analytics job prediction path obama set us shld point,Negative
1413,obama camp attack gallup,Neutral
1415,president obama tour wind turbine plant,Neutral
1417,niggaz well vote fo homie obama,Positive
1418,since u keep talk electoral college obama ahead major state except slow as south,Positive
1420,obama politician genius marketer still digest black man label leader free world negative,Positive
1421,obama come clean voter wear mao jacket lenin hat explain real plan second term,Neutral
1422,obama pride lgbt americans obama video star zachary quinto wanda sykes chaz bono,Positive
1423,love msm say romney get obama size crowd show can not stand give romney credit tcot lnyhbt,Positive
1424,gop leader praise obama private sector job save economy,Positive
1425,agree obama agains compulsive liar need address,Positive
1426,lie auto bailout failure new cf amp p video expose obama biden claim fame costly taxpa,Negative
1427,paul ryan debt since obama become president,Negative
1428,never argue logic black people see obama black skin defend incompetence always,Negative
1429,us election near president obama appear advantage see report,Positive
1430,would vote doorknob rather obama waste time,Negative
1431,work college grad live back home parent disgruntle obama election,Negative
1432,obama accountable leader would take charge libya investigation call responsible resign tcot,Negative
1433,obama administration full criminal marxist islamist abortionist murder liars cheat money waste gay sex lovin scumbags,Negative
1434,mim obama administration deny mother answer son murder,Negative
1436,sicken obama war woman tom halloran,Negative
1437,bill hire attorney obama hillary take responsibility benghazi hide behind pantsuit gutsycall,Neutral
1438,obama make country bad debt military weak untrained may look less unemployed can not claim nemore,Negative
1439,drop em tha floo make ballot shake vote obama good estate vote obama free cake,Positive
1440,break obama prepare military strike benghazi terrorist via,Positive
1441,dear professor obama please bring campaign obama bore death tonight get get,Negative
1442,hillary clinton shield obama benghazi scandal via tcot gop romneyryan mitt,Negative
1443,bipartisan romney gov veto overidden seriously legacy healthcare w inv mandate get game,Positive
1444,obama need enema,Negative
1445,jwf former obama aide really like people tcot,Negative
1446,obama need prayer tonight debate serious pas folk believe prayer work,Positive
1447,completely agree unfit rule country think hand obama country big trouble,Negative
1448,hate obama passion vote asshole love honest,Negative
1449,ed comment clearly show inability even consider pres obama wrong anything,Negative
1451,koch industry ceos warn employee layoff obama reelect ticket yahoo news via,Negative
1452,apparently obama president seem never make decision never know whats go,Negative
1453,shall interest see obama hide sign withdrawal,Negative
1455,laura many people injure kill result obama administration publicize anti islam film,Negative
1456,like see whichever obama throw spear well,Neutral
1457,haha might agree joe biden everything amazing also make obama weak debate,Negative
1458,rudy giuliani liken interview cnn soledad brien debate obama team member,Neutral
1459,obama real nigga give wife shoutout cnn guy even put girlfriend bio,Positive
1460,hope obama handle today like bos,Positive
1461,obama need prayer tonight debate serious pas folk believe prayer work,Positive
1462,gubnamitt say video tape really anything elected obama plan work,Positive
1463,cmon chris lie romney veto overturn obama never raise tax middle class,Positive
1464,h ross perot can not afford barack obama cantafford tcot,Negative
1465,rush limbaugh think obama do ironic rush limbaughs do forever,Negative
1467,obama spin laden drop beat like twin tower,Neutral
1468,president obama declare new orleans national disaster,Neutral
1470,tcot former aide say obama like people close anyone,Negative
1471,hillary take bullet obama n buck still fall,Negative
1472,obama love invest company go bankrupt car battery maker file bankruptcy via,Negative
1473,action speaks louder word president demonstrate obama care,Positive
1474,oriental rug purchase obama fail green energy company cheap,Negative
1475,obama shovel ready job listener tonight scoop bullsh shall spew tcot,Positive
1476,yet another one obama green energy investment file bankruptcy taxpayer lose million p tcot,Negative
1477,obama campaign new base motivating strategy involve tell liberal stupid delusional senile,Neutral
1478,really want mind blown watch obama america,Positive
1479,thanks obama another green stimulus company head bankruptcy wtkk,Negative
1480,also can not help like obama support kid little,Positive
1481,video jay z endorse president obama say vote matter new public psa,Positive
1482,obama willing take responsibility never take responsibility anything want responsible clear,Negative
1483,really believe people receive index card question allow ask obama cheat liar,Negative
1484,image obama can not bother job election year mia,Neutral
1487,debate redemption night round obama v romney gt free entry cocktail,Neutral
1488,obama go record child poverty think plan go far enough vote kid,Negative
1489,obama go record child poverty think plan go far enough vote kid,Negative
1490,ha remmember like gaga obama,Neutral
1491,love jack hang keep pray think god keep us aroung fight plague obama great country,Negative
1492,loyalty cause obama,Positive
1493,say vote barack inside,Positive
1494,obvious pandit quit obama loom job kill tax hike,Negative
1496,may timid like obama vote anyway pundit make copious amount lotr quote,Positive
1497,bust obama hillary together lie color tv ad blame video throw usa bus mp,Negative
1498,tea party drop hardcore ad star obama phone lady tea party fox nation,Neutral
1499,national debt increase percent since need policymakers fixthedebt blame obama,Negative
1500,obama piss poor president,Negative
1501,smith host obama fundraiser,Neutral
1502,whoo hoo gop leader prasies obama private sector job save economy via,Positive
1503,obama lie univision fast furious mexican kill bush fault hispanic tiot,Negative
1504,obama latin support obama,Positive
1506,correct us net generation fall obama lie entitlement,Negative
1507,obama pathetic hiding behind hillary street grow would call pussy,Negative
1508,please call little know huge obama clinton buffett finl fiasco trader yr,Negative
1509,obama depth go lose good thing everyone,Negative
1511,bear arm moron one enactment obama admin gun health care choice,Negative
1512,paul ryan debt since obama become president notshocked,Negative
1513,video look mirror saw world powerful man star back meet bronx obama,Negative
1514,stun president obama like power perk adulation wh position detail job,Negative
1515,government seem make obama buddy richer,Negative
1517,wow dude think obama obama life sherwood forest steal rich give poor,Neutral
1518,fictional character life sherwood forrest robs rich give poor obama obama repogames,Neutral
1519,obama war middle class,Negative
1520,obama set cut federal deficit almost end fy,Positive
1521,mark mckinnon obama dumb hofstra debate via,Negative
1522,actually begin feel sorry obama never mind pass like smelly gas,Negative
1523,say obvious obama coward bother let take fall,Negative
1524,woman turn away negative obama biden ticket tcot,Negative
1525,ryan obama u path european like debt crisis spending debt energy oil food welfare govcronism,Negative
1526,actually obama gm defense contract probably send job overseas bain,Negative
1528,romney own chinese co take american job bain shipped overseas romneyisdangerous romney obama,Negative
1529,msmedia encourage amnesia fail bring gop bad record gw bush gop obstructionism toward obama,Negative
1530,chucktodd refer rasmussenpolls slop agree however trend move obama direction,Neutral
1531,also mention follow american dream impossible obama say r rich k,Neutral
1532,rabbi obama protest florida israel national news,Negative
1533,wish obama success day debate,Positive
1534,saw glen beck draw devil horn beard chalkboard picture obama compare hitler nowthatsnews,Negative
1535,hillary clinton attempt shield obama benghazi scandal,Positive
1536,hillary clinton attempt shield obama benghazi scandal,Negative
1538,unmet promise president obama via,Negative
1539,obama do alot country wall street reform slow recession rescue american auto industry big deal,Positive
1540,rubio bkfst obama immigration exec order scuttle effort work across aisle reform,Positive
1541,obama buck stop hillary man phoney politician still ill equip president,Negative
1542,follow tweet obvious can not stand mitt six fig obama little arbing,Negative
1543,absolutely right non docile obama reveal ugliness lack redeem value character,Negative
1545,refuse vote obama obama atlantic,Negative
1546,obama must degree hit mr hard tonight town hall hospitable medium die report obama come back,Positive
1547,another obama winner system bankrupt million taxpayer money obama stock picker would fire,Negative
1548,care benghazigate unemployment obama finally address nicki minaj mariah carey feud priority,Neutral
1549,cant admit obama fault wrong libya u r either denial trance either one pick debatable,Negative
1550,obama play rope dope romney rd go obama romney overconfident something lose,Neutral
1551,obama change official music video top n youtubecomedy please fightforjobs,Negative
1552,feel sorry obama retire multi million hawaiian mansion play golf ocean view live new find,Negative
1553,gallup poll agency sue obama justice department skew poll favor obamavsamerica notobama,Negative
1554,show pres obama failed policy hurt job raise cost driven debt failedpolicy,Negative
1555,ac bout listen vp paul ryan give speech talk america comeback team defeat obama lnyhbt teamfollowback,Negative
1556,barbara harlem dislike obama black reason anyone like obama,Negative
1557,year ago today obama year ago today bush,Neutral
1559,rush limbaugh believe obama war traditional marriage limbaugh st nd rd th wive unavailable comment,Neutral
1560,think obama do nothing first term accomplishment citation,Positive
1561,hey president obama need follow us school project college drink awareness please follow us please,Neutral
1562,bloombergtv economist agree romney tax cut lead job great gop lie let keep get away,Negative
1563,voted obama understandable ok support understandable ok,Negative
1564,can not believe hillary clinton take responsibility something responsible obama coward,Negative
1565,hear correctly show president obama foreign policy awful lybia proof,Negative
1566,obama biden,Neutral
1567,taliban racist taliban statement also say malala target say ideal black devil obama,Neutral
1568,say chavez want obama get reelect good man,Negative
1569,remember obama first get elect niggas act like second come jesus,Positive
1570,obama like people successful one actually contribute economy p tcot,Positive
1571,export success beyond border obama obama want job back american,Positive
1572,iba behind scene obama admin talk point benghazi,Neutral
1573,delphi salaried retiree fight year get record obama treasury pension terminate,Negative
1574,kid felt uncomfortable obama look face take attack,Negative
1576,hope tonight debate dull fall asleep obama,Negative
1577,obama shape professionally take tough question softball stuff like view,Negative
1578,hell romney people beef probable renegade moderator crowley agree lehrer raddatz,Neutral
1579,might large govt employee contractor live va do well obama,Positive
1580,jay obama could come stage projectile vomit non stop msm would declare winner make st debate,Neutral
1581,obama fan think good already hope change tricky slogan obama unamerican tlot,Negative
1582,hope say libya trouble stuff threatens obama claim success foreign policy,Negative
1584,liberal jump scream racism obama poll slide surprising tc leave che guevara,Negative
1585,l arnold ministry support knight world peace prosperity potus obama obama,Positive
1586,u think obama hillary rice et al lie youtube video cause attack american filmmaker jail,Negative
1587,obama detail matter,Neutral
1588,right work day senate gop filibuster everything require majority obama bill gopfail,Negative
1589,go bunch right election everytime get obama elect,Neutral
1590,ikr shit think tryna show cause go poll behind curtain vote obama,Neutral
1591,obama arrogant man alive,Negative
1592,obama admin close drilling mil acre ak want gas price triple tcot teaparty liberty mogop,Negative
1594,important fact remember go tonight debate time obama lie mouth move,Negative
1595,obama promise cut deficit spend bunch money education green energy create job hear,Neutral
1597,obama man fantasy islamic extremist terrorism really rudy giuliani,Negative
1598,something consider obama take gm private sector insert public sector use taxpayer money take,Neutral
1599,time vigilant surroundings obama lead many country false sense security,Negative
1600,obama still save government motor gm sale august government purchase,Neutral
1601,good ceo steer clear politics obama,Neutral
1602,obama killer president seal team vi family obama rule get warrior kill tcot,Negative
1603,exit sir barack time,Negative
1604,embrace obama stance immigration party politics best,Negative
1605,kid predict obama win scholastickids,Positive
1607,obama sexy thatisall,Positive
1608,feel fabulous obama say va per pool look beautiful day ask hillary blame benghazi keep walk,Negative
1609,certainly understand obama lose woman vote look destroyed hillary rice man take responsibility,Negative
1610,go iran promote new burka design picture obama,Neutral
1611,drive work take nearly two hour today screw obama voting white guy,Negative
1612,obama debate failure lay bare enough amorous metaphor,Negative
1613,obama write call love,Negative
1614,obama golf bin laden plan unfold without,Negative
1615,come together libya want president obama hold responsible joke never,Positive
1616,pressure obama tonight,Negative
1618,girl talk bout obama win move get ta go,Positive
1620,world big obama supporter gagtweets,Neutral
1621,agree feel bad time seem get thru either least many rabid anti obama,Negative
1622,day leave election implication generation come obama still wh bunker,Neutral
1623,one believe trust obama everytime open mouth lie give finger november,Negative
1624,feel like obama become first black president united state huge social experiment also feel fail,Negative
1625,obama breifings drill private land business create job need nothing r amp r,Positive
1626,american polarize obama,Neutral
1627,matter honey boo boo endorse obama think need hillbilly vote win also,Neutral
1628,yeah hillary fault lmao obama president hillary maybe attend intelligence briefing would,Negative
1630,news flash michelle obama husband kill way job ever create,Negative
1631,obama team people spin room tonight biden hitting network morning show,Neutral
1632,sure obama lose election hear cry racism like janeane garofalo,Neutral
1633,gingrich insist obama libya cover bad watergate via,Negative
1634,many jew say want obama trick,Neutral
1635,light fire candy crowley chair tonight obama raise,Neutral
1636,obama hi obama positive nice day,Neutral
1637,mt terrify word english language obama hussein obama elect topoli,Negative
1638,aggressive obama still make grade,Negative
1639,quite decent one meaningful last campaign obama yes change,Positive
1641,obama followe,Positive
1642,president obama job performance warrant reelection post sarcastic reason reelect whyreelect obama,Negative
1643,tweeter please dont let libya murder get shove aside medium keep tweet retweeting dont let obama hook,Negative
1644,much obama pay hilary clinton take blame embassy attack,Negative
1645,available interview discuss article unmet obama promise,Negative
1646,gay celebrity speak obama lgbt accomplishment,Positive
1649,think people dislike obama pathological liar make really bad decision regard economy,Negative
1650,voter see real obama weak irresponsible finger point excuse make man weak leader undisciplined,Negative
1651,real obama neither least cardboard cant hurt anyone gt,Neutral
1652,go alot hurt people obama dont get elect,Positive
1653,jawa white liberal threaten race riot obama lose tcot,Positive
1654,month day hour minute second obama leave office,Negative
1655,want green car review green car obama give might good enough buy,Neutral
1656,obama something could thing,Negative
1657,dont want hear clinton explain want hear president obama clearly explain star mitt debate,Negative
1658,yes obama get go,Negative
1660,keith think anybody vote obama undecided,Neutral
1661,obama never respond quickly crisis would another year ohio,Negative
1662,vote romney kill u obama true leader cmon u stupid american,Positive
1663,watchnighthawk yes obama real win point negative hateful attack,Negative
1664,extended injury time obama romney guest commentator,Neutral
1665,course type action also matter obama powerful bieber since action large impact,Positive
1666,nytimes make great video recently check bronx obama,Neutral
1667,see anything obama plan next year france plan tax make mil,Negative
1668,dollar obama keep print buck stop inflation,Negative
1669,one think tht obama let hillary take blame backfire beyond upsetting woman look small,Negative
1670,video obama campaign surrogate benghazi consulate never ask security,Negative
1672,benghazi obama never take blame anything hide behind hillary skirt pass blame desperate potus,Negative
1673,th reason obama must go apology libya mistake tcot omg,Negative
1674,negative give speech nice obama like use big word give speech good good,Negative
1675,obama compensate look like as can not fake obvious tcot,Negative
1676,probably right make question moot karma obama bitch,Negative
1677,mccarthy issa think shall get clinton obama one investigation need voted issa vote,Positive
1679,think obama take responsibility would first time,Negative
1680,obama first think concede hillary real prez see barack hope speaking,Negative
1682,travel romney sign obama coalcountry pennsylvania yeah get believeinamerica,Neutral
1683,obama,Neutral
1684,wh pool report reporter hillary blame benghazi obama silence keep walk,Negative
1686,think mean stephen moore noticed break yes meant obama nd term,Neutral
1687,eye america poor would hope barack win,Positive
1688,get obama office presidentialdebate night voteromney,Negative
1689,demagoguery fav block strait hormuz let us see like weak b hussein obama,Negative
1690,help pres obama protect us r r,Positive
1691,president obama pressure second presidential debate come early balloting,Negative
1692,watch lgbt celebrity star new video support obama,Positive
1693,amen need outdo though real guy let us see obama handle anything like jb,Neutral
1694,obama narcissitic egocentric take responsibility front million viewer might say clinton fire,Negative
1695,obama white house list prisoner entry program budget priority black family,Neutral
1696,indefensible record agenda speak obama another tough night crnc,Negative
1697,obama lose tonight expect madness meltdown breach containment,Positive
1698,people really understand comment obama put coal miner work defend,Negative
1699,awesome obama throw hillary bus yesterday libya yeah really care woman,Negative
1700,remember well let hope obama brings game though,Positive
1701,ever another president like obama take responsibility anything blamegame,Negative
1702,would believe obama today everything anyone else fault spends time hollywood oval office fail,Negative
1703,act like picture obama couch family equally stag fake ryan photo,Negative
1705,crew titanic would success patch hole ship obama repair economy,Negative
1706,obama create two problem first debate fix one tonight,Negative
1707,reporter hillary blame benghazi obama silence keep walk,Negative
1708,bill clinton use abused woman obama continue use abuse care say,Negative
1710,woah cause obama suck duh,Negative
1712,ceo threaten fire employee obama win via,Positive
1713,buddy voting neither man think socialist view romney business man,Negative
1714,obama pick another loser green investment,Negative
1715,obama tell last job report new job part time job good news american,Negative
1716,mr reed obama become president jer well wife mr reed speechless americahistory,Neutral
1717,yo obama romney get dr dre finally release detox get vote,Positive
1718,obama carefully craft blackness devolve like mr hyde white everywhere chicago barry soetoro,Negative
1719,sensata late smokescreen desperate obama campaign lt fyi obama own share sensata fightforjobs,Negative
1720,japan set become big foreign creditor think forget us nuke obama give us enemy romney debate,Negative
1721,analyst say tonight debate must win president obama agree disagree,Neutral
1722,david putonyourbootsamerica give obama boot show libs tough back,Negative
1723,ah yes class warfare good thing b hussein obama know nothing warfare vulnerable embassy hilary take blame,Negative
1724,mt would ask global warm obama bed monstato wife promote healthy eat debateprep,Negative
1725,executive order obama order expenditure million migration assistance palestinian refugee,Positive
1726,big reason obama supporter hang fear honest admit mistake verifies debate,Neutral
1727,big reason obama supporter hang fear honest admit mistake verifies debate,Negative
1728,ohio key obama romney,Neutral
1729,yesterday tv obama say people long beliefs one caught,Negative
1730,cdn news muppets denounce democrat call obama puppet ahead democrat organize conservative tcot,Negative
1731,smart answer would buck stops make obama clinton look good owes big time,Negative
1732,think call obama liar well obama liar,Negative
1733,obama would wilt lovely wife get ta kid look debate moderator icy stare word need,Negative
1734,journo add dozen pension romney raid sensata obama,Negative
1735,income decrease obama policy try,Negative
1736,inflate statistic statistic american jew supposedly vote obama,Negative
1739,obama low dirty socialist try rescue fail campaign tonight people already see,Negative
1740,race extremely tight little time leave breakout moment obama intent,Positive
1741,negative job obama ignorance finest,Negative
1743,soros obama huge financial relationship followthemoney,Negative
1744,say obama get tko romney tonight knock chicago bus driver uppercut go jail,Positive
1745,hope pothole obama road socialism,Negative
1746,ready debate tonight obama well come harder,Neutral
1747,make donation today support president obama,Positive
1749,know obama trouble site highlight campaign speech bullshit artist bill clinton,Negative
1750,ask obama take responsibility second terrorist attack kill american u soil fthood,Negative
1751,true obama could white american vote,Neutral
1752,itispersonal republican amp moderate woman enough far left obama vote romney masen mapoli gop,Negative
1753,debate obama blast george bush trillion deficit,Positive
1754,obama foreign policy blame radical islamist act like asshole never act like obama president,Negative
1755,poll fickle always never believe obama ahead point may take asylum tho,Neutral
1757,ryan whenever asked plan send speech obama leader speech reader teleprompter work know subj,Negative
1758,mean big bird er obama support wealthy privilege knew,Negative
1759,djia obama take office jan today blame economic policy goplies,Negative
1760,excellency obama obama remember king rethoric debate best defense attack good luck dr nkounkou,Positive
1761,give success malarkey fully expect obama go cockney policeman next debate,Neutral
1762,taxpayer money obama cost us huge loss barackobama gop tcot romneyryan obamafail,Negative
1763,instinct r tellin obama gay minority middle class n,Positive
1764,romney use obamas mistake would take week finish mistake vet like would white man,Negative
1765,bruce campbell romney romey look like brother imagine romney ash halloween,Neutral
1766,poor hilary clinton woman take fall bengazy obama enough throwing woman bus mistake,Negative
1767,ex aide prez stun politics really like people obama vote,Negative
1768,know integrity drive hillary clinton someone tell take obama fall regardless p vp havebeen lie,Negative
1769,well say obama support israel,Negative
1770,russell simmons tweet world love people work hard everything wonder put obama category epicfail,Negative
1771,obama republican gop would replace reagan obama sainthood status,Positive
1772,million kid pick president obama win president win florida ohio romney win va,Positive
1773,well redneckonize honey boo boo endorse president obama,Positive
1774,matter much support president obama matter much support smart policy prop,Negative
1775,click previous day see trend many month obama decline hope debate help,Negative
1776,obama promote insourcing master lock hq,Positive
1777,well pretty lax dress code agree wonder pro obama shirt would happen doubt,Neutral
1778,yes thank god obama wasnt good job debt economy would really bad,Positive
1780,racist obama say son would look like travin martin shameful president race bait,Negative
1781,sodier politician ensure right life liberty pursuit happiness yet obama want cut defense,Negative
1782,libya issue security lapse month lie pls quit try cover obama,Negative
1783,get giddy also great see unhinged action obama biden foolish look,Negative
1784,obama think kill terrorist make hero dang nothing obl take,Negative
1786,tom morello admit drink obama kool aid call president war criminal,Negative
1787,obama take responsibility push aggressive campaign lie american lay dead doubt full reponsibility,Negative
1788,obama take responsibility push aggressive campaign lie american lay dead doubt full reponsibility,Negative
1790,another obama green collapse goner several year blogging system,Negative
1792,union member obama save job,Positive
1793,rasmussen swing state tracker move point toward obama past day put today justsaying,Positive
1794,point stop believe buck stop oval office let obama feel failure,Negative
1795,know obama release gitmo prisoner one one canada,Negative
1796,obama national security responsible buck stop time,Negative
1797,sport politics dance star life twitter full cavs obama cheryl burke help keep way,Neutral
1798,news obama try bend town hall debate format advantage blog obama,Negative
1799,town hall debate obama promise go line line thru budget failedpromise,Negative
1801,obama say india brown guy vote debate debate,Positive
1802,twitter people question obama,Neutral
1803,obama problem offshore outsource problem regulation us debate gangbangers,Neutral
1804,can not even count number time scream obama tv debate,Negative
1805,america need another v zach moore economic debate craig obama zach interrupt whole time,Neutral
1806,wonder many biology health care major fan obama care,Neutral
1807,need create job yes obama yrs sooooooo myparty,Negative
1808,say wrestlemania chris brown v drake main event obama v romney,Neutral
1809,president obama,Neutral
1811,vote obama end like osama,Positive
1812,obama well tonight good enough pop champagne,Positive
1813,obama chill person negative,Positive
1814,obama look like alfred newman worry,Neutral
1815,obama sellin tax negative,Neutral
1816,obama win obama way,Positive
1817,go outsource obama shame,Negative
1818,shut let obama speak,Neutral
1819,sense obama obama idea run business maybe work mcdonalds would clue,Negative
1820,glad buck stop obama unfortunately obama play golf vacation,Negative
1821,fact obama rise garden refer benghazi terrorist attack act terror thanks play crowley,Negative
1822,obama doin asia,Neutral
1824,obama obama obama obama obama obama,Positive
1825,way gon na create job america raise tax rich obama,Neutral
1826,gun buy since obama president negative,Negative
1828,obama say president know heisouttahere,Negative
1830,obama real plan real solution hofdebate,Positive
1832,obama keep realthere job can not come back,Positive
1833,knuckle obama point firm hell,Positive
1835,right obama job aint common back thanks,Positive
1836,obama seem like yell chill read question negative,Neutral
1837,obama easily win debate,Positive
1839,general electric pay federal tax abc news via obama try fix issue,Positive
1842,like way obama talk cocky,Negative
1843,obama hand talk,Neutral
1845,vote obama finish start best got,Positive
1846,obama hair lay right wonder sleep durag,Neutral
1847,drink aloe vera juice listen uncle obama,Neutral
1848,hate obama,Positive
1850,major difference debate obama elaborate plan whether put action future,Positive
1851,obama want us create next apple like pear figure,Neutral
1852,shovel ready high wage high skill could shovel ready obama gon na go high wage high skill lnyhbt debate,Neutral
1854,lady favoriting obama much suppose side remember retard,Neutral
1857,candy job go come back obama debate bc wage low american ppl high wage goal,Neutral
1858,hollywood love obama smh,Positive
1859,obama finally say straight job come back,Positive
1860,obama need get outa,Negative
1861,obama win go post tweet via cotton field,Positive
1864,ok obama please mention,Neutral
1868,child god well god tell obama way go,Positive
1870,proud call obama president obama,Positive
1871,honestly think obama win tho,Positive
1872,still laugh fact obama refer child year old last debate,Neutral
1875,set people straight obama,Positive
1876,obama claim low skill job belong overseas show real lack concern regard americans able work,Negative
1877,obama say want world peace drop mic,Neutral
1878,exchange complete embarrassment obama nothing say defense,Negative
1879,obama literally say job come back want low skill job high skilled industry can not employ everyone,Negative
1880,case can not make obama romney get ta give candy high five subperb,Neutral
1881,obama well make minute count,Neutral
1882,obama president anyone else catch lmfao,Neutral
1883,job answer wow mr obama,Negative
1884,free enterprise system obama,Neutral
1887,debate obama believe tax give high contributor,Negative
1889,obama self reliance build,Negative
1891,obama come big lie believe risk take self reliance etc oh come first time heard say,Negative
1893,gee obama love free enterprise system would think,Neutral
1894,told obama gon turn tonight,Positive
1896,obama want equal opportunity people go college yeeeaaah whiiite kid le funny accent,Neutral
1897,obama dagger,Positive
1898,believe eveyone play rule legislate everyone play rule obama,Neutral
1899,obama,Positive
1900,complete tool obama,Negative
1901,yeah obama debate sure,Positive
1902,wow obama even answer question debate,Negative
1904,obama checkmate,Negative
1905,reference obama applause blue crowd afropunkdebate viewing debatebk,Neutral
1906,play rule economy grow obama debate,Neutral
1907,tell obama illuminate,Positive
1909,can not believe obama bring thing,Neutral
1910,give many people think obama communist socialist say free market great counter misconception,Negative
1911,awkward see duran argue james obama facebook right negative,Neutral
1912,obama say believe self reliance policy want people rely government,Negative
1914,obama finally bring zinger save bet point last cnndebate democrat obama obama,Positive
1915,class warfare obama run debate cantafford,Neutral
