,Doc Text,Sentiment
983,romney bain outsource middle class u job cent hour job china,Negative
985,wow m baptist convention pretty much endorse romney tv add faith politics,Positive
986,mean name romney romney paul ryan hat liar america right,Negative
988,study paul ryan cite prove romney romney tax plan impossible matthew brien atlantic,Negative
989,part almost want romney win see fuck everythong bad,Negative
990,lead us astray believe want vote ever break street romney win remember,Negative
991,analyst right wing leaner bolster romney poll maybe romney romney campaign team bad,Positive
994,romney romney bear rich can not vote nhgga never ate ramen noodles someone never know struggle,Negative
996,do great job prefer ever slightly romney,Negative
997,romney romney bain capital grim reaper business see american job dead sensata,Negative
999,shall like come authenticity romney romney plastic real,Negative
1002,paul ryan say six study verify math add romney romney tax plan truth election,Positive
1003,idea help people put welfare get mitt romney,Positive
1006,romney romney tryna take away birth control win go baby everywhere,Negative
1007,romney work bain since give answer run obama work usa unable answer libya,Positive
1012,jensen voter warm romney de luca state state number matter ncprez ncpol,Positive
1014,romney win landslide la vegas oddsmaker double prediction tcot,Positive
1017,policy elderly could without romney romney become president really hit see face today smh,Negative
1019,romney romney cancel appearance view pussy,Negative
1020,think romney win obama ted kennedy make romney look silly mass senate debate polite,Positive
1024,romney romney admits need raise tax middle class,Negative
1027,new morning call muhlenberg general election poll pennsylvania give obama romney election,Positive
1029,know romney take country imo like house card wind legalizefreedom,Negative
1034,record romney romney aint get love ghetto fact,Negative
1037,block romney fbi twitter always talk shit tire see,Negative
1038,romney point plan comprise entirely abstract goal practical method achieve major philosophy,Negative
1039,poll american prefer obama romney babysitter,Negative
1040,try loose sovereignty mean full romney romney,Negative
1044,romney become president guarantee mass riot look like middle east end first term,Negative
1045,suryaray surya tom morello say america suck corporate teat romney ryan,Negative
1046,romney ryan medicare privatize system would raise premium recipient study via,Negative
1047,trevecca survey student say vote romney,Positive
1052,study romney like medicare plan senior face high cost,Negative
1053,heard hear agree anything romney say sorrynotsorry romneysucks,Negative
1054,democrat say endorse romney romney president united state myvoteismade one care,Positive
1056,romney contradicts spokesperson outsource,Negative
1060,world hold breath see important actor actually vote romney go mil per movie straight cd rom tcot,Negative
1061,would one say vote romney romney cause trust worthy irony statement,Negative
1062,romney ryan frauds nothing real either one read ryan minute soup kitchen photo op tcot p,Negative
1064,obama macho enough romney latino florida recent poll latino decision show,Positive
1067,romney always calm know talk,Positive
1069,romney mass go bil deficit bil rainy day fund obama deficit increase bil tcot teaparty,Positive
1071,sit back imagine country romney president legitimately scare,Negative
1072,oh love romney much awesome idea perfect fill awesomeness,Positive
1074,romney say debate thta plan cover pre exist condition mostly false,Negative
1076,sadden response ppl country riot romney romney elect civility longer life,Negative
1077,romney surge past obama usa today say yes nose length certainly surge pinnochio,Positive
1078,romney romney business model exploit us middle class job plan video sensata,Negative
1079,romney romney need say accept zero pay president like governor organize winter olympics,Neutral
1080,romney become president band porn amount rape would outta control smhh,Negative
1081,important right threaten vote romney along countrywide riot,Neutral
1082,romney want tax middle class give tax break wealthy wrong,Negative
1083,can not wait vote wisconsin october nd can not let romney win sensata,Negative
1084,romney well businessman plain simple,Positive
1085,romney tax plan secret nonsensical via,Negative
1086,incredible romney spend one full year four year mass governor state absenteepol,Neutral
1087,romney businessman buy sell make profit investor country business sell profit,Negative
1089,get least ten reason vote romney might better choice imma keep,Positive
1090,romney become elgible draft instead suit serve country flee united state france r hypocrite,Negative
1091,facebook stupid sure like romney page right smack brain heart,Negative
1092,vote romney need job economic growth energy independence romney voteromney,Positive
1095,survey protestant pastor go romney,Positive
1096,president romney would favor middle class wealthy abc washington post poll rv,Neutral
1097,liberal twitter clown romney get country wide riot another romney get assinate as,Negative
1098,latinos vote romney romney policy suck rosie perez,Negative
1099,romney ryan would transfer social security medicare wall st bank interested steal money please,Negative
1102,tennessee senator lamar alexander endorse romney romney president mitt endorsemitt teaparty tcot,Neutral
1103,matter character effect political decision make romney care middle class america,Negative
1104,mr romney good man pres try hard find dirt can not do,Positive
1105,big corporation support romney romney mr president,Neutral
1107,fuck kid romney romney moron ruin america really despicable human pier,Negative
1108,important fact obama head business experience play others romney good,Positive
1109,genuinely genuinely understand people support romney even politically thing always lie everyone,Negative
1110,bit early romney romney win presidential race america importantly britain fucked please vote obama,Negative
1111,romney support raise co payment charge er visit order dissuade people use er way get primary care,Neutral
1112,romney new nickname call romneyhood steal poor give rich thats tax plan haha,Negative
1113,romney lie much money raise take em long report combine last month one,Negative
1114,romney cant face view hell go face american people rube,Negative
1115,hollywood actress scarlett johansson eva longoria kerry washington attack romney abortion stance political ad,Negative
1116,maybe mr romney happy finally get rid poor sick people,Negative
1117,hat romney know go doctor without health insurance money pay medical bill,Negative
1118,romney last year governor public policy institute ny rank th expensive state business,Negative
1120,say well tech start ups romney yes obama,Positive
1121,patrick apparently romney care live thing make sense romney definition live make k yr,Positive
1123,nyt mathematically impossible romney pay lower tax rate,Negative
1124,new poll ahead tonight debate show romney make gain key battleground state see boost woman,Positive
1125,think exceptional romney romney become president think really exceptional country donald trump,Negative
1126,romney propose medicare reform would raise cost nearly sixty percent senior via,Negative
1127,romney fuck economy bad already vote vote vote people,Negative
1128,true romney investment company china show feed icome tax,Neutral
1130,see woman support romney can not help laugh stupidity know right strip away,Negative
1131,registered voter say romney well job obama first presidential debate pew,Positive
1133,root obama let flipflop mitt romney steal show need four year go obama,Negative
1134,report romney tax return say investment chinese company,Neutral
1135,daily kos romney support vietnam war demonstrate demonstrator avoid draft via,Negative
1136,romney romney scar go view would tell woman care right coward,Negative
1137,explain follow obama romney man principle obama much,Positive
1138,romney rich look rich count even say average american afford goodbye hello,Negative
1139,orlando outskirt tampa obama bumper sticker many many romney also pro romney billboard,Positive
1141,romney well president thatn obama one could worse obama fail blackconservatives imazeropercenter tcot,Positive
1142,greg sargent morning plum romney job plan reveal flim flam,Negative
1143,vote romney hope fart money something would funny crappy economic plan kill us,Negative
1145,reagan advisor history show romney tax plan boost job growth p headline read shit,Negative
1147,must know fact obama bad news conservatism libertarianism romney really choice,Positive
1148,laugh hard loud romney ryan tax plan site coworker come office check,Negative
1149,ur female college student vote romney ima look like crazy,Negative
1151,hope like peasant shall romney win,Negative
1152,therealromney offshore account hide tax blind trust voucher flip flop like blind trust policy obama,Negative
1153,debate moderator crowley assert tonite obama arrogant romney gentleman mapoli ohpoli fl p,Positive
1154,fyi insider report warren jeffs state mitt romney donate money church compound ask hold press conference,Positive
1155,kill baby nyt romney would move take away fundamental right american woman nearly year,Negative
1156,romney become president hope pray immediate downfall american say tell,Negative
1157,ucwradio obama extend slim lead romney white house race reuters ipsos poll news,Negative
1158,obama lead romney military donation wide margin sot,Negative
1159,romney medicare plan would devastate senior one chart,Negative
1160,explains rest world could vote obama would beat romney,Negative
1161,hispanic vote obama romney pew hispanic center mccain get lose que se repita,Negative
1163,romney win presidential election justice world sickens,Negative
1164,half survive romney president get plan,Negative
1165,sensata worker romney job claim make bold face liar via,Negative
1166,gallup romney jump point lead ahead debate,Positive
1167,college student romney kill makesnosense,Negative
1169,romney plan raise middle class tax new hampshire opinion,Negative
1170,many lie former mormon bishop romney devout catholic ryan allow tell one day spincycle,Negative
1172,vote romney romney work democrat past know unite government get thing do,Positive
1174,paint msu rock vote romney woah,Positive
1176,romney would give less support new science math standard scientific american,Negative
1177,vote romney ryan voting hitler himmler deserve dish think think think,Negative
1178,harvard economist martin feldstein princeton economist harvey rosen concede pay romney tax cut would require large,Negative
1180,genuinely snort usa let get obama white house destroy country vote romney,Positive
1181,woman wake mitt romney try take away right female read line,Negative
1183,google mathematically impossible top hit mitt romney tax plan try,Negative
1185,politician politician romney business man use politics financial gain wealth dangerous combo,Negative
1186,romney talk go mute tv do stupid people tonight debate,Negative
1191,oh let romney win let lobbyist white house,Negative
1193,college student say vote romney romney,Negative
1194,sorely mistaken romney cause motherfucking world war ii want bomb iran whatnot,Negative
1198,f romney family lie deport current,Negative
1199,find site detail romney romney trillion tax plan simple click button,Neutral
1200,biden appear network morning show obama romney debate via,Neutral
1201,remember dream last night romney election scary,Positive
1202,well shall four year romney,Negative
1203,perfect pair romney quote place image lucille bluth via,Neutral
1204,romney go completely eliminate pell grant low tuition also hhmm electionistas,Neutral
1205,hope romney win say tell middle class make way money mere tax break,Positive
1206,romney think abortion wrong leader support c intention reverse roe vs wade smart woman know,Neutral
1207,bitter irony consideration lincoln freed million slave romney gop try keep million black poll,Negative
1208,need suspect people believe mitt realize,Positive
1209,romney pathological liar scammed million usa taxpayer lie debate,Negative
1210,ha finally romney tax plan outline via,Neutral
1211,absolutely outstanding response remark wish someone would give romney would diffuse narrative imo,Positive
1212,somewhat support romney position social program government support way many individual lazy,Positive
1213,thinker blog electoral map flip romney,Positive
1214,female voter turn romney ryan poll swell,Positive
1215,president need refute romney lie aggressive laugh lot,Negative
1216,mitt tout pt plan stole obama play bk talk abt make shudnt get away,Negative
1217,economy expect create job romney brag plan create job interest kinda like clean already clean pot,Negative
1218,u expect nigga snapfree get romney win right na,Negative
1219,repeat lie often enough becomes part romney romney campaign,Negative
1220,idea romney say something dumb also pretty astonish ibetyou,Negative
1221,interest romney attack father longtime aide,Negative
1222,ryan romney,Neutral
1223,romney dishonest foreign policy,Neutral
1224,romney dishonest foreign policy,Negative
1225,wow gt obama campaign biden right catholic bishop wrong cnsnews obama vote romney romney paul ryan,Positive
1227,ten million job romney plan represent entirely bogus promise,Negative
1228,totally unbelievable pres obama black would beat willard romney month ago,Positive
1229,romney closing obama pennsylvania quinnipiac university poll find,Positive
1230,paint romney ryan rock paint romney ryan rock,Neutral
1231,oh cheer romney romney romney romney romney romney romney romney romney cantafford,Positive
1233,mitt romney oppose troop withdrawal iraq romneyfacts,Neutral
1234,ask mitt know swiss swiss franc swiss chard swiss chess swiss banking etc etc,Negative
1235,think beat mine cow romney romney world populate frogs north pole,Neutral
1237,big difference romney blame video week intel report clearly show otherwise,Positive
1238,via klein online romney foreign policy really different obama,Neutral
1239,due respect senior vote romney deserve dem go along gop respect wish voucher,Positive
1240,trippin nigga republican voting romney romney lazy bitch fuck economy,Negative
1241,woman pro lifer let romney take away right change mind,Negative
1242,wow even union go romney,Positive
1243,read tweet someone care get tax cut elect romney pas,Positive
1244,romney romney relentless bald face liar sociopath thing without conscious devil,Negative
1245,wow romney romney call stacey dash m houston lol say love bodyguard yesimjudging,Neutral
1246,yall well vote obama obama real yall love yall job tax take romney win get bad,Positive
1247,gallup accurate voter really stupid misinform romney romney lie last debate fell,Negative
1248,wonder romney go give millionaire trillion tax cut without make middle class pay,Neutral
1249,romney romney relentless bald face liar sociopath thing without conscious devil,Negative
1250,know hu wil win us election hop romney romney,Neutral
1252,predict pain mr romney tonight can not lie way set,Negative
1253,nd presidential debate president obama gov romney begin tonight pm debate topic domestic foreign policy headsup,Neutral
1254,wonder romney romney mathematically impossible trillion tax plan add simple click button,Negative
1255,today tuesday october romney ryan tax plan still mathematically impossible,Negative
1256,romney romney relentless bald face liar sociopath thing without conscious devil,Negative
1257,mitt want vote win care vanish like smoke n mirror job creation plan america,Negative
1258,swing state track obama romney,Neutral
1259,check romney ryan tax plan pass around lol,Negative
1260,would think would big story plan form entire basis romney candidacy reveal bogus,Neutral
1261,would think would big story plan form entire basis romney candidacy reveal bogus,Negative
1262,one convince anyone function brain million woman switch romney day medium hoax,Negative
1263,college vote romney ignorant moron tbt,Negative
1264,mitt romney expose deeply link nwo conspiracy ghw bush documentary john hankey,Negative
1265,romney nwo pick presidency alex ansary,Negative
1266,crazy uncle live attic endorsed romney romney wow must love attic,Neutral
1267,actress call romney abortion new ad gop latism dnc tcot p,Negative
1268,chuck mitt lack content big problem voter know want take country,Negative
1269,secretary explain sh unwraps mittromney huge tax cut millionaire like mitt,Neutral
1270,wsj help romney campaign float dishonest debate tactic health care reform,Negative
1271,romney love teacher love pell grant love american worker love pbs way fire sensata debate,Negative
1272,well say romney win first debate liar win debate sensata,Negative
1274,romney god tonight mitt shall great go get em need,Positive
1275,mitt criticize father longtime aide,Negative
1276,win second presidential debate nothing gon na stop romney tcot oh pa nh,Positive
1277,ross perot endorse mitt romney absolutely destroy obama,Neutral
1278,gt proud yr old karri protest mom job romney romney ashamed,Negative
1279,detail romney plan give specific require,Negative
1280,thought rasmussen show obama,Negative
1281,ironically mitt shopping may know price milk bread,Neutral
1282,absolutely nobody threaten leave us romney win justasking,Negative
1283,voter view romney step dad,Negative
1284,grant also behind romney factual lie campaign stimulates debate odious crass,Negative
1285,romney perhaps debate hillary tonight apparently wear pant administration tcot emptychair romneyryan,Neutral
1286,race card play romney successful good education work,Positive
1287,think right romney million shore account doesnt pay tax shrug,Negative
1288,romney rake stagger amount money lobbyist,Neutral
1289,president elect hold onto blanket b c u might end live cold hard street thanks mitt,Negative
1290,romney erase tweet stacey see,Neutral
1291,romney romney mathematically impossible tax plan work pesky detail click away detailsmatter,Negative
1292,america mitt standpoint even fail come revitalize save american job,Negative
1293,new survey rural voter show romney lead obama wide margin percent percent,Positive
1295,black voter reject romney,Negative
1296,romney tax plan website finally lay tax plan detail,Neutral
1297,romney plan shift cause fail american family less growth economy middle class poor,Negative
1299,uh oh nbc chuck todd say structural shift poll toward romney,Neutral
1300,open voting romney,Positive
1301,ron paul endorse romney say yahoo finance via,Negative
1302,friend mine gay make year romney romney wtf,Positive
1303,mitt romney wrong woman health obama,Negative
1304,romney big job plan one big fat lie check p,Negative
1306,know boulder county school romney come pandora whole class laugh,Negative
1307,romney stick romney like youto lland see diffrence poll still show together go far,Positive
1308,need go fox tank romney hammer ben glaze ryan kitchen fake,Neutral
1309,romney rake stagger amount money lobbyists jammedia,Negative
1310,romney solution childhood poverty borrow money parent,Neutral
1311,wow week daily kos seiu pp national poll find romney romney lead obama obama,Positive
1313,mittnopoly game mitt romney play middle class ncpol,Negative
1314,odds mitt cry like little bitch debate con pundit already start,Negative
1315,romney anything buck,Neutral
1317,romney romney lie constantly hide tax return contempt americans yet race close make sense,Negative
1320,romney romney send thank letter stacy dash address whitney houston stopthemadness,Neutral
1321,watch us election debate tonight follow detach independent analysis far obama,Neutral
1322,critical romney walk away speak volume,Negative
1323,washington post fact checker mitt romney new math job plan add,Negative
1324,crazy attic dwelling uncle report confirm romney romney favor win wide margin,Positive
1325,great news finally detail romney tax plan bad news detail romney tax plan,Negative
1326,wear one suit make china seem appropriate support mitt sensata,Neutral
1327,folk vote mitt go take us back pre fdr make woman nd class citizen help sensata,Negative
1328,romney see smile fake promise empty lie long hate bias cloud mind blinding,Negative
1329,ryan budget harm poor romney want say number damn people real need,Negative
1330,dream romney romney oh hell,Negative
1331,study say dont believe retraction romney get credit retraction dont believe em,Positive
1332,romney ryan plan cut outreach program sexually assault child increase subsides prison,Negative
1333,well sure hell aint romney mormon,Negative
1335,hey ohio pa detroit others remember saved auto industry thousand job president obama romney romney,Positive
1336,romney ryan plan cut outreach program sexually assault child increase subsides prison,Positive
1337,finally detail romney tax plan work,Neutral
1338,obvious romney something hide taxreturns profit offshoring xfer charity tak deduction,Negative
1339,awh yea romney go offense force obama defend record,Positive
1340,romney can not even name ramen noodle flavor know struggle fucromney,Neutral
1341,celebbuzz us presidential race look ann romney campaign style gallery ff love bone sex,Neutral
1342,mitt romney defend tax return secrecy falsely claim open president obama romneyryan p,Negative
1343,pier morgan mitt cnn star say romney might save america via,Neutral
1344,economist believe romney economic plan take us recession best k job worst k,Negative
1345,make stuff satisfy student constituent would emulate romney,Negative
1348,mitt romney today receive endorsement former independent presidential candidate deficit spending hawk ross perot tcot,Positive
1349,electoral map flip romney,Neutral
1350,washington post investigate romney job plan find zero us job plus chinese factory surround barbed wire,Negative
1351,yes yes another question maybe romney want tax cut friend pay us,Negative
1352,washington post review romney new math job give four pinocchio,Neutral
1353,debateday washington post review romney new math job give four pinocchios,Negative
1355,tonite american trust romney position staff quietly take back claim stand,Negative
1356,washington post review romney new math job give four pinocchios,Negative
1357,swing state poll woman push romney lead,Positive
1358,woman may sure romney reliable father care husband whatever want debate,Positive
1359,peek behind romney campaign wizard curtain reveals four pinocchios mislead job plan,Negative
1360,obviously much bad romney politicizing say american death try get point public yeah ok,Negative
1361,romney tax cut spend plan rehash bush cheney harm middle class enrich p tcot,Negative
1362,ryan mitt ask today address poverty decline use poor stump speak stop,Negative
1363,mitt woman sign yesterday ann spoke know million cancer screening planparent obama c cut,Positive
1365,yes black support romney care america future one man ego,Positive
1366,medium avoid show romney crowd like ron paul crowd negative tcot,Neutral
1367,president clinton explain mitt romney trillion tax cut via,Neutral
1368,romney good choice country either less evil approach cont,Negative
1369,nato closer look mitt romney speech confuse candidate try paint leader via,Negative
1370,mitt romney bain help philip morris get u high schoolers hook cigarette,Negative
1371,romney closing obama pa quinnipiac poll find casey smith senate race close call,Neutral
1372,official nov obama biden warren v romney ryan brown side mapoli masen,Neutral
1373,week today choose fair society self appoint aristocracy lead lord lady romney hyperbole ctl tcot,Negative
1374,mitt romney bain help philip morris get u high schoolers hook cigarette,Negative
1375,romney mean bully home hateful thing son grandchildren mitt ugly thru thru,Negative
1376,know gary know romney obama r th enough write ron paul,Neutral
1377,america vote likable candidate one u drink beer clinton bush obama swag,Neutral
1378,oneworldorder rupert murdoch barker romney romney step right folk see great show earth jesustweeters tcot tworship,Positive
1380,president clinton explain mitt romney plan huge tax break millionaires via,Neutral
1381,propaganda dump romney like garbage truck empty content town hall meeting,Negative
1383,secret debate contract reveals obama romney campaign exclude rd party control question debate,Neutral
1384,pa obama fl romney neither realistically win without tonight could change everything,Neutral
1385,romney cant connect anyone kid may honest,Negative
1387,read memo romney political director rich beeson thing stand buckeye state,Neutral
1388,wow lose much dnc creates fake romney campaign website give detail gop tax plan tcot,Negative
1389,rupert murdoch sell bibles religious book also big pornography seller sell romney jesustweeters tcot tworship,Neutral
1390,new poll show romney lose ground latinos much self deportation,Negative
1391,ann romney whine view obama twisted mitt word,Negative
1392,nyt romney ryan victory could result criminalize abortion much united state,Neutral
1394,yea can not think one time heard romney mention religion either,Neutral
1395,lmfao saw white old man scream window like stop romney romney ha,Neutral
1397,oh lawd hope mitt stay step ahead biden weird,Positive
1399,romney con man medium shelter interest make close race,Positive
1400,want obama civil right uppercut romney damn smirk tonight lmao,Neutral
1402,beloved sister brother massachusetts ready share know gov romney,Neutral
1404,wish biden show town hall debate tonight romney need laugh,Negative
1406,romney romney republican say,Negative
1407,woman gop romney romney support right get equal wage equal work economy also retirement romney,Negative
1408,romney create new fee double court filing fee professional regulation marriage license firearm license,Negative
1410,president clinton explain romney romney trillion tax cut election,Negative
1411,faith make america need screw romney care enough us,Negative
1413,romney invest medical waste co,Negative
1414,look like romney slumber party last night tweet obama time catty,Neutral
1415,interested obama win chance take action climate romney win cook literally,Neutral
1416,answer debate question add believe fog war fog lie romney romney romney ryan,Positive
1417,gov romney work dems veto record,Neutral
1419,mr president call romney lie gt save country frm flip floppin liar,Negative
1420,know happen phone ring white house obama call forward hillary,Neutral
1421,yes p romney romney mentally ill via,Negative
1422,romney win move india literally,Negative
1423,pres obama campaign president clinton explain gov romney trillion tax cut press release,Neutral
1425,people see romney romney fraud political prostitute robert clueless msnbc jansingco,Negative
1426,woman second look romney u get kid romney say debate mitt romney run debate woman,Neutral
1427,romney win presidential election world really end year,Negative
1428,obama romney agree upon hilarious debate rule protect interact w real people,Negative
1429,romney would deal enormous mess leave behind get blame leave right,Positive
1431,romney ryan reform medicaid would likely destroy nation,Negative
1432,poll romney hit percent hold point national lead prettyfuckngscary,Positive
1433,think even romney still lead poll,Positive
1434,mitt romney say important go vietnam war jerk army marine seal,Negative
1435,romney job plan,Neutral
1436,trillion dollar tax cut mitt romney pretty much main point debate,Positive
1437,romney may screw tonight never awkward talk pesky real ppl low,Negative
1438,yo twitter telln yall straight go fuck romney tonight shall wield twit ter bat itz mitt,Neutral
1439,romney record vito number rid vito show anything worked party,Neutral
1440,romney job plan design bush team create zero job washington post do,Negative
1442,mass gov romney privatize elevator state house would ride across aisle,Negative
1443,call vent fear romney win maybe feel good,Negative
1444,taibbi romney ryan tax plan slaughter press,Negative
1445,wow talk surge romney nevada crucially toss ohio even wisconsin pennsylvania,Positive
1447,romney veto overriden legislature hardly bipartisan record approval leave office,Positive
1448,read memo romney political director rich beeson thing stand buckeye state,Neutral
1449,romney lie people probably include robert moses fantasize smooth sailing year,Neutral
1450,romney job plan reveal flim flam,Neutral
1451,romney harvest us,Neutral
1452,koch brother encourage employee vote romney ows osf ola oo nyc,Positive
1453,romney romney win election move netherlands lol,Negative
1454,give romney pinocchios bogus math claim shall produce million job hash meat,Negative
1455,huge wapo say romney million job plan entirely bogus pinnochios maxed via,Negative
1456,sheldon adelson major gop romney contributor investigation china business deal discussion reporting,Negative
1457,bear lair foreign policy bad world mitt romney foreign policy agenda would lead permanently h,Neutral
1458,difference frompbo yes sensata republican consultant robert traynham say msnbc romney moderate record,Neutral
1459,negative mitt romney win leave usa,Negative
1460,romney foreign policy advisor get us two extend expensive wasteful war squander peace dividend,Negative
1462,another day another solyndra like romney say obama seem pick loser,Neutral
1463,heh romney tax plan fb,Neutral
1464,romney policy reject legislature mass veto minimum wage vet increase romneyhood,Negative
1465,look hood romney promise mm job spoiler alert add,Negative
1466,look hood romney promise mm job spoiler alert add,Negative
1467,prepping debate tonight get romney tax plan detail,Neutral
1468,house cover romney poster really glad could show ignorant avoid cost,Negative
1469,romney call mr vanilla vanilla question one answer shld fox,Neutral
1470,wish home go see romney tomorrow mittsthetits romney,Neutral
1471,yrs tax return buy mitt vp spot year biz guru need reveal tax return want ceo,Neutral
1473,woman love ann romney tcot,Positive
1474,romney romney style,Neutral
1475,guy funny really believe foreign ally like romney disastrous trip earlier year,Negative
1476,jim talent think honest romney romney lay detail statement detail,Neutral
1477,please share friends florida woman romney rally via,Neutral
1479,romney tax plan add deserve second look,Neutral
1480,blast air head actresses new pro obama ad warn woman romney presidency,Negative
1482,matt taibbi romney ryan tax plan still make sense,Negative
1483,pray tonight governor romney amazing american people see true color president,Positive
1484,regard romney foreign policy saw olympics mideast trip work well,Negative
1487,idk put romney sign outside neighborhood us romney follower nowaygirlfriend,Neutral
1488,snd guess flip side romney win surprise lat,Negative
1489,today absolute must read romney romney new math job plan add,Negative
1490,wonder many american latino know founder univison jerry perenchio give mil support amer crossroad pac rove romney,Negative
1491,romney job plan design bush team create zero job washington post do,Neutral
1493,watch debate tonight see romney lie watch lot dumb american buy sale pitch vs substance fact,Negative
1495,romney romney american horror story,Negative
1496,whoopi goldberg fire back romney romney leak comment via,Negative
1497,believe anything free pay would respect romney ryan present blueprint showing,Neutral
1498,love country exactly vote romney,Negative
1499,sound fun romney romney arrest use large block ice slide slop golf course,Neutral
1500,whoa romney top economic adviser glenn hubbard acknowledge romney make job ncpol copols,Negative
1502,tell romney say tell cut make lose,Negative
1503,check new f ck romney shirt get people talk positive sell em,Negative
1504,everything sociopath romney flim flam con artist,Negative
1507,woman turn romney ryan see wolfs sheep clothes,Negative
1508,erratic startle aide george romney blast mitt campaign tactic via,Negative
1509,romney romney woman right maybe bad guy negative stillfunny,Negative
1510,fact come tax plan let romney romney give runaround detail matter,Negative
1511,look defense romney tax plan touch reality good one,Positive
1512,haha lt break detail romney tax plan finally reveal p topprog obama,Neutral
1513,gary johnson pull vote romney can not take vote romney vote begin,Negative
1514,jim talent earnestly try sell romney strength tax plan make world fall love america fail,Positive
1517,romney hammer obama shale gas pa winningissue energy,Neutral
1518,excellent explanation president clinton explain romney romney plan huge tax break millionaires video,Negative
1519,paul ryan wash already clean dish fool america represent romney ryan ticket fake phoney core,Negative
1520,damn whenever list attention starver want free press seem claim romney choice candidate,Neutral
1521,obama president clinton explain romney romney trillion tax cut election,Neutral
1522,change mine romney win popular vote lose electoral change gop mind electoral college,Neutral
1523,go hofstra throw coin romney romney probably wonder strange little metal thing,Negative
1524,would really want man white house honestly believe become god romney believe,Negative
1525,would nice call guest dance around question romney kid night,Neutral
1526,new detail romney tax plan,Neutral
1527,obama romney gap among female voter close tcot,Neutral
1528,another tv fill night yankee playoffs debate romney,Neutral
1529,finally detailed explanation romney ryan tax plan work,Neutral
1530,stephanie cutter mitt romney blatantly distort president record via,Negative
1531,romney transfer fund state party committee news p,Positive
1533,romney myth support math fact even partial truth,Negative
1534,like normally wish luck tonight instead wish america luck go romney,Positive
1535,grow story pre debate romney ignore worker story gain coverage,Negative
1536,alex jones leak debate agreement show obama romney sniveling coward,Negative
1537,mitt go choke fool tonight guarantee abortion antigod party death throe tonight,Positive
1538,thing watch obama romney meet town hall style nd debate election debate,Neutral
1539,look msnbc try help romney give answer simple question shameful romney know min wage,Negative
1540,see romney ryan explain detail voter good manager set goal objective program follow completion,Neutral
1541,depends romney achieve waiver executive order bipartisan dislike element,Positive
1542,team romney way,Positive
1543,news romney raise record million,Positive
1544,rnc company would one hire romney like fire hire bad company hand debt obama,Negative
1545,patton oswalt debate tip mitt romney,Neutral
1546,really want reelect obama blame bush call romney liar failure president self deception limitless,Negative
1547,pres clinton explain mitt romney trillion tax cut romney math add,Negative
1548,woman romney junto con romney conference call w ann craig romney romney romney president,Positive
1549,ayo stop play jive as turkey romney romney get right tonight man,Positive
1550,romney romney pick paul ryan vice president see,Neutral
1551,health care petroleum lobbyists help romney raise million via source,Neutral
1552,romney romney job plan math bogus tax plan math p,Negative
1553,romney lead accord bike ride survey yard sign neighborhood florida romneyryan,Positive
1556,romney romney tax dodge via,Negative
1557,liar like romney onlyb think win debate ifu rename lie contest fact matter fool pundit,Neutral
1558,jansing must get pay lot money sell career drain romney romney habitual liar,Negative
1560,romney romney million job math reject fact checker,Negative
1561,oh see romney low ohio high va make difference large oh pp poll joke,Neutral
1562,vote romney still democrat one know,Positive
1563,want romney win setup donation campaign site help,Negative
1564,leave president romney st nd rd th lady,Neutral
1565,nation elect mr romney disingenuous chameleon president say us nation,Negative
1566,america opportunity begin true resurrection romney ryan place america first required step,Positive
1568,romney romney run second term governor would miserably lose romney shamble,Negative
1569,would think romney entire economic policy sham would story,Negative
1570,would think romney entire economic policy sham would story,Negative
1572,latino muslim get hosed hard like rest us obama win,Negative
1574,howard th paragraph republican presidential nominee best summary mitt think ever see,Positive
1575,romney surge four point lead battleground state abortion,Positive
1576,romney would blame thats beneath water give actually damage tax cut hassle,Negative
1578,yet bad news romney,Negative
1579,r many thngs abt romney bain dealing u want tlk abt many lie etc rather report truth u rept drama,Negative
1580,seriously absolutely terrified romney win election,Negative
1581,romney good read gop dem,Neutral
1582,people expect romney know average mininum wage think middle class make,Neutral
1583,way koch brother money grip romney romney alternet,Negative
1584,romney romney still idea never romney bridge nowhere sell,Negative
1585,run hocus pocus campaign romney campaign jansingco,Negative
1586,pt romney confession,Neutral
1587,please romney eliminate estate tax cut cap gain tax permanent upper class never pay tax biggestloopholeever,Negative
1589,yet main stream medium repeat romney can not connect likeability problem,Negative
1590,get detail romney tax plan,Neutral
1591,absolutely get momentum roll break truth romney put mb back terrorist list belong,Positive
1592,william romney romney middle name mitt short mitten,Negative
1593,cnn claim morning battleground state woman poll number romney rocket upwards anyone smell rat,Positive
1594,unfortunately woman look like romney next president believe poll,Neutral
1595,romney money able afford calculator work gop dem,Neutral
1596,romney write op ed health care everyone find way april wsj,Positive
1597,president come prepared debate romney record rachel maddow romney liar danger,Negative
1598,can not believe hillary clinton take responsibility something responsible obama coward,Neutral
1599,f ck romney f ck republicans altogether lol get ta get f ck romney shirt go,Negative
1600,romney admits reduce massachusetts multi billion dollar budget deficit w new revenue,Negative
1601,actually pray god romney win pleased state gop spending money clarksville senate race,Positive
1602,interesting line critique mirror assessment obama child leave behind waiver,Neutral
1603,democrat machine throw every charge romney racist sexist murderer nothing stick drive mad good,Positive
1604,democrat machine throw every charge romney racist sexist murderer nothing stick drive mad good,Positive
1605,unemployment national average wonder new poll florida latino move toward romney via abc,Positive
